"Environment and Climate Change Canada"
"Monthly Values for September - 2018"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"OSBORNE HEAD DND","44.613","-63.423","NS","16.3","2",NA,"24.7","2","4.4","2","",,NA,"90.2","2",NA,"","8","",,NA,"59.3","12.5","8204190"
"UPPER STEWIACKE RCS","45.233","-63.055","NS","13.0","0",NA,"28.0","0","-5.1","0","",,NA,"67.3","0",NA,"","5","",,NA,"150.4","0.2","8204193"
"PARRSBORO","45.413","-64.346","NS","13.3","0",NA,"26.4","0","-3.2","0","",,NA,"111.9","0",NA,"","7","",,NA,"142.1","0.0","8204402"
"POCKWOCK LAKE","44.767","-63.833","NS","15.0","0","0.5","27.0","0","1.0","0","0.0","0",NA,"99.2","0","84.0","0.0","9","","",NA,"102.9","12.9","8204453"
"PORT HAWKESBURY","45.657","-61.368","NS","14.1","10",NA,"30.0","9","-0.2","10","",,NA,"41.6","9",NA,"","5","",,NA,"87.0","8.2","8204495"
"SABLE ISLAND A","43.946","-59.960","NS","16.9","0",NA,"23.7","0","5.3","0","",,NA,"",,NA,"","","",,NA,"47.7","13.2","8204703"
"SABLE ISLAND","43.946","-60.010","NS","16.7","0",NA,"23.3","0","4.9","0","",,NA,"43.3","0",NA,"","4","",,NA,"51.3","11.4","8204708"
"ST MARGARET'S BAY","44.700","-63.900","NS","16.4","2","2.1","28.0","1","-1.0","1","0.0","1",NA,"89.6","1",NA,"0.0","9","","",NA,"65.4","19.2","8204800"
"ST PAUL ISLAND (AUT)","47.233","-60.144","NS","15.2","3",NA,"24.6","3","7.4","3","",,NA,"",,NA,"","","",,NA,"83.2","8.3","8204909"
"SHEARWATER RCS","44.630","-63.513","NS","16.4","0",NA,"27.4","0","1.7","0","",,NA,"95.5","0",NA,"","8","",,NA,"66.9","19.2","8205092"
"SHEARWATER JETTY","44.628","-63.523","NS","17.1","0",NA,"26.7","0","4.8","0","",,NA,"",,NA,"","","",,NA,"54.1","28.5","8205093"
"SHELBURNE SANDY POINT","43.700","-65.317","NS","15.9","1",NA,"29.7","1","0.6","1","",,NA,"102.3","1",NA,"","5","",,NA,"77.5","15.8","8205130"
"SYDNEY A","46.161","-60.048","NS","13.5","0",NA,"28.8","0","1.3","0","0.0","0",NA,"97.5","0",NA,"","9","",,NA,"143.7","7.5","8205701"
"SYDNEY CS","46.163","-60.042","NS","13.5","0",NA,"29.0","0","1.5","0","",,NA,"133.2","0",NA,"","21","",,NA,"142.3","7.6","8205702"
"TATAMAGOUCHE","45.683","-63.233","NS","13.6","4",NA,"28.5","2","-2.5","2","0.0","2",NA,"54.7","2",NA,"0.0","10","","",NA,"123.9","8.3","8205774"
"TRACADIE","45.608","-61.680","NS","15.2","0",NA,"29.5","0","3.1","0","",,NA,"44.1","0",NA,"","9","",,NA,"100.5","15.0","8205895"
"WATERVILLE CAMBRIDGE","45.050","-64.650","NS","15.5","0","0.7","28.5","0","-2.0","0","0.0","0",NA,"103.0","0","101.0","0.0","10","","",NA,"91.2","16.8","8206222"
"WESTERN HEAD","43.990","-64.664","NS","16.5","0",NA,"27.6","0","5.3","0","",,NA,"119.5","0",NA,"","5","",,NA,"58.9","13.5","8206240"
"WHITE ROCK","45.050","-64.383","NS","",,NA,"",,"",,"0.0","13",NA,"84.8","13",NA,"","6","","",NA,"","","8206316"
"YARMOUTH RCS","43.831","-66.088","NS","15.7","0",NA,"26.0","0","3.8","0","",,NA,"143.7","0",NA,"","5","",,NA,"79.0","8.5","8206491"
"YARMOUTH A","43.827","-66.088","NS","15.7","1",NA,"26.4","0","2.9","1","0.0","0",NA,"142.8","0",NA,"","7","",,NA,"76.0","8.2","8206495"
"CHARLOTTETOWN A","46.289","-63.119","PE","14.2","2",NA,"26.1","2","-1.4","0","0.0","0",NA,"93.2","0",NA,"","9","",,NA,"118.7","13.0","8300301"
"EAST POINT (AUT)","46.460","-61.988","PE","15.6","2",NA,"27.0","2","5.8","2","",,NA,"48.2","2",NA,"","8","",,NA,"84.5","16.2","8300418"
"NEW GLASGOW","46.409","-63.350","PE","14.2","4","-0.2","27.5","4","-1.0","4","0.0","4",NA,"118.0","4",NA,"0.0","11","","",NA,"110.0","11.9","8300497"
"NORTH CAPE","47.058","-63.999","PE","15.9","1",NA,"27.4","1","4.9","1","",,NA,"53.3","1",NA,"","7","",,NA,"84.3","22.0","8300516"
"ST. PETERS","46.450","-62.576","PE","14.5","0",NA,"27.4","0","-0.4","0","",,NA,"69.2","0",NA,"","11","",,NA,"115.3","11.4","8300562"
"STANHOPE","46.416","-63.083","PE","14.6","1",NA,"27.9","1","0.7","1","",,NA,"70.2","1",NA,"","8","",,NA,"111.1","12.9","8300590"
"SUMMERSIDE","46.441","-63.838","PE","14.3","1",NA,"27.6","1","-0.8","1","",,NA,"34.0","1",NA,"","6","",,NA,"120.2","12.3","8300596"
"MAPLE PLAINS","46.303","-63.576","PE","17.3","25",NA,"25.6","25","8.5","25","",,NA,"27.4","14",NA,"","4","",,NA,"6.9","3.6","8305500"
"HARRINGTON CDA CS","46.344","-63.170","PE","14.4","0",NA,"26.4","0","-0.8","0","",,NA,"86.8","0",NA,"","6","",,NA,"121.0","13.2","830P001"
"BADGER (AUT)","48.967","-56.067","NL","9.6","0",NA,"27.3","0","-5.0","0","",,NA,"91.1","0",NA,"","9","",,NA,"253.7","3.0","8400301"
"BAY D'ESPOIR GEN STN","47.983","-55.800","NL","10.2","25","-2.3","25.0","25","-4.0","25","0.0","25",NA,"28.8","25",NA,"","4","","",NA,"39.0","0.0","8400413"
"BONAVISTA","48.667","-53.114","NL","14.1","28",NA,"20.7","28","7.1","28","",,NA,"0.5","28",NA,"","0","",,NA,"7.8","0.0","8400601"
"BURGEO NL","47.617","-57.617","NL","12.6","1",NA,"23.9","1","2.7","1","",,NA,"164.0","1",NA,"","9","",,NA,"157.1","0.0","8400801"
"BURNT POND","48.167","-57.333","NL","10.8","0","0.6","23.0","0","-2.0","0","0.0","0",NA,"105.0","0","95.0","0.0","11","","",NA,"217.0","0.5","8400812"
"CAPE RACE (AUT)","46.660","-53.076","NL","",,NA,"",,"",,"",,NA,"45.1","0",NA,"","8","",,NA,"","","8401000"
"CORMACK RCS","49.322","-57.393","NL","8.8","6",NA,"24.6","6","-2.2","6","",,NA,"149.8","6",NA,"","10","",,NA,"220.5","0.0","8401295"
"CORNER BROOK","48.933","-57.917","NL","11.1","0",NA,"25.7","0","-1.3","0","",,NA,"120.9","0",NA,"","11","",,NA,"211.6","4.8","8401298"
"CORNER BROOK","48.950","-57.950","NL","12.5","0","-0.5","27.5","0","-0.5","0","0.0","0","0.0","124.8","0","118.0","0.0","13","","",NA,"169.7","5.8","8401300"
"COW HEAD","49.912","-57.789","NL","12.2","0","0.3","23.0","0","-3.0","0","0.0","0",NA,"153.8","0","137.0","0.0","20","","",NA,"176.1","2.5","8401335"
"DANIEL'S HARBOUR","50.236","-57.581","NL","11.4","1",NA,"20.7","1","-1.3","1","",,NA,"112.5","1",NA,"","13","",,NA,"192.2","1.3","8401405"
"DEER LAKE","49.167","-57.433","NL","11.8","12","-0.4","24.5","12","-2.0","12","0.0","15",NA,"79.9","14",NA,"","8","","",NA,"112.3","0.8","8401500"
"DEER LAKE A","49.209","-57.394","NL","10.0","0",NA,"26.8","0","-3.7","0","0.2","0",NA,"145.7","0",NA,"","14","",,NA,"240.8","1.6","8401502"
"ENGLEE (AUT)","50.721","-56.113","NL","10.8","0",NA,"22.9","0","0.0","0","",,NA,"",,NA,"","","",,NA,"216.7","0.0","8401538"
"FEROLLE POINT (AUT)","51.017","-57.100","NL","10.8","0",NA,"18.1","0","0.7","0","",,NA,"78.8","0",NA,"","12","",,NA,"215.8","0.0","8401565"
"GANDER INTL A","48.937","-54.568","NL","11.3","0",NA,"26.4","0","-0.2","0","0.8","0",NA,"84.2","0",NA,"","15","",,NA,"204.0","2.8","8401703"
"GANDER AIRPORT CS","48.946","-54.567","NL","11.3","0",NA,"26.1","0","-0.3","0","",,NA,"69.6","0",NA,"","10","",,NA,"204.7","2.6","8401705"
"LA SCIE","49.917","-55.667","NL","10.4","1",NA,"24.7","1","0.1","1","",,NA,"119.0","1",NA,"","17","",,NA,"219.3","0.0","8402520"
"LETHBRIDGE","48.350","-53.902","NL","11.7","1","-0.4","28.0","1","-3.0","1","0.0","1",NA,"85.0","1",NA,"0.0","14","","",NA,"185.5","4.0","8402544"
"MIDDLE ARM","49.683","-56.083","NL","9.8","0",NA,"26.0","0","-4.5","0","0.0","0",NA,"110.5","0",NA,"0.0","13","","",NA,"245.1","0.0","8402644"
"MILLERTOWN RCS","48.817","-56.544","NL","10.3","0",NA,"24.5","0","-3.0","0","",,NA,"94.5","0",NA,"","9","",,NA,"231.7","0.7","8402757"
"PORT AUX BASQUES","47.574","-59.155","NL","12.1","1",NA,"21.4","1","0.9","1","",,NA,"79.6","1",NA,"","7","",,NA,"171.0","0.0","8402980"
"ST. ANTHONY A","51.392","-56.069","NL","9.9","12",NA,"21.0","12","-3.2","11","",,NA,"41.6","12",NA,"","8","",,NA,"145.8","0.0","8403389"
"ST ANTHONY","51.383","-56.100","NL","9.6","0",NA,"21.2","0","-2.4","0","",,NA,"",,NA,"","","",,NA,"251.1","0.0","8403399"
"ST. JOHN'S INTL A","47.619","-52.753","NL","11.4","0",NA,"24.0","0","0.6","0","0.0","0",NA,"125.2","0",NA,"","12","",,NA,"198.3","0.6","8403505"
"ST JOHNS WEST CLIMATE","47.513","-52.783","NL","11.0","0",NA,"24.5","0","-1.9","0","",,NA,"102.8","0",NA,"","8","",,NA,"210.3","0.1","8403603"
"ST LAWRENCE","46.917","-55.383","NL","12.0","0",NA,"22.9","0","-0.5","0","",,NA,"102.7","0",NA,"","7","",,NA,"180.6","0.0","8403619"
"SOPS ARM WHITE BAY","49.767","-56.883","NL","11.8","1","0.1","26.0","1","-0.5","1","0.0","1",NA,"132.9","1",NA,"0.0","15","","",NA,"182.5","4.0","8403690"
"STEPHENVILLE A","48.541","-58.550","NL","12.0","1",NA,"22.5","1","0.6","0","0.0","0",NA,"128.6","0",NA,"","14","",,NA,"177.0","1.6","8403801"
"STEPHENVILLE RCS","48.561","-58.566","NL","11.7","4",NA,"22.2","4","-0.1","4","",,NA,"114.7","4",NA,"","10","",,NA,"165.4","0.9","8403820"
"TERRA NOVA NAT PARK CS","48.557","-53.974","NL","11.1","0",NA,"26.7","0","-0.8","0","",,NA,"72.0","0",NA,"","9","",,NA,"207.8","1.9","8403851"
"TWILLINGATE (AUT)","49.683","-54.800","NL","11.6","0",NA,"25.3","0","2.7","0","",,NA,"106.8","0",NA,"","11","",,NA,"193.1","2.2","8404025"
"WINTERLAND","47.136","-55.328","NL","12.3","4",NA,"23.0","4","-1.1","3","",,NA,"53.5","4",NA,"","10","",,NA,"147.3","0.0","8404241"
"WRECKHOUSE","47.712","-59.308","NL","12.2","1",NA,"23.7","1","0.9","1","",,NA,"65.2","1",NA,"","6","",,NA,"170.3","2.5","8404343"
"GRATES COVE","48.172","-52.939","NL","12.2","0",NA,"24.2","0","4.2","0","",,NA,"",,NA,"","","",,NA,"174.4","1.6","840B053"
"POOLS ISLAND","49.112","-53.581","NL","11.6","0",NA,"26.5","0","2.7","0","",,NA,"",,NA,"","","",,NA,"195.2","2.2","840BR7C"
"CARTWRIGHT A","53.683","-57.042","NL","8.4","0",NA,"24.2","0","-2.2","0","0.0","20",NA,"50.6","1",NA,"","14","",,NA,"288.6","0.0","8501101"
"CHURCHILL FALLS A","53.562","-64.106","NL","8.3","13",NA,"24.4","13","-3.4","12","",,NA,"17.7","13",NA,"","9","",,NA,"165.0","0.0","8501131"
"GOOSE A","53.317","-60.417","NL","10.0","0","0.0","26.5","0","-3.5","0","0.0","0","0.0","47.4","0","52.0","","11","",,NA,"241.1","1.7","8501900"
"HOPEDALE (AUT)","55.450","-60.217","NL","8.2","0",NA,"22.8","0","0.3","0","",,NA,"",,NA,"","","",,NA,"294.5","0.0","8502400"
"MARY'S HARBOUR A","52.303","-55.848","NL","7.1","17",NA,"21.5","16","-5.5","16","",,NA,"17.2","19",NA,"","4","",,NA,"142.2","0.0","8502592"
"WABUSH A","52.923","-66.865","NL","6.3","14",NA,"21.5","14","-4.8","14","",,NA,"56.4","14",NA,"","7","",,NA,"187.3","0.0","8504177"
